datum,location_id,pretocnost
2023-12-25,3,0
2023-12-25,5,54
2023-12-26,0,153
2023-12-26,1,8
2023-12-26,2,78
2023-12-26,5,83
2023-12-27,0,53
2023-12-27,1,8
2023-12-27,2,88
2023-12-27,5,7
2023-12-28,0,36
2023-12-28,1,2
2023-12-28,2,43
2023-12-28,5,0
2023-12-29,0,76
2023-12-29,1,9
2023-12-29,2,42
2023-12-29,5,25
2023-12-30,0,33
2023-12-30,1,15
2023-12-30,2,62
2023-12-30,5,34
2023-12-31,0,26
2023-12-31,1,1268
2023-12-31,2,10
2023-12-31,5,6
2024-01-01,0,28
2024-01-01,1,254
2024-01-01,2,68
2024-01-01,5,0
2024-01-02,0,375
2024-01-02,1,5039
2024-01-02,2,102
2024-01-02,5,0
2024-01-03,0,1
2024-01-03,1,3394
2024-01-03,2,7
2024-01-03,5,0
2024-01-04,0,22
2024-01-04,1,10
2024-01-04,2,59
2024-01-04,5,0
2024-01-05,0,7
2024-01-05,1,47
2024-01-05,2,35
2024-01-05,5,0
2024-01-06,0,1
2024-01-06,1,85
2024-01-06,2,0
2024-01-06,5,0
2024-01-07,0,11
2024-01-07,1,1
2024-01-07,2,24
2024-01-07,5,0
2024-01-08,0,2
2024-01-08,1,0
2024-01-08,2,0
2024-01-08,5,0
2024-01-09,0,7
2024-01-09,1,0
2024-01-09,2,7
2024-01-09,5,0
2024-01-10,0,2
2024-01-10,1,0
2024-01-10,2,14
2024-01-10,5,0
2024-01-11,0,3
2024-01-11,1,0
2024-01-11,2,11
2024-01-11,5,0
2024-01-12,0,3
2024-01-12,1,3
2024-01-12,2,22
2024-01-12,5,0
2024-01-13,0,7
2024-01-13,1,134
2024-01-13,2,168
2024-01-13,5,0
2024-01-14,0,8
2024-01-14,1,1
2024-01-14,2,42
2024-01-14,5,0
2024-01-15,0,0
2024-01-15,1,0
2024-01-15,2,25
2024-01-15,5,0
2024-01-16,0,14
2024-01-16,1,1
2024-01-16,2,44
2024-01-16,5,0
2024-01-17,0,0
2024-01-17,1,4707
2024-01-17,2,0
2024-01-17,5,0
2024-01-18,0,0
2024-01-18,1,1429
2024-01-18,2,0
2024-01-18,5,0
2024-01-19,0,0
2024-01-19,1,90
2024-01-19,2,0
2024-01-19,5,0
2024-01-20,0,9
2024-01-20,1,0
2024-01-20,2,70
2024-01-20,5,0
2024-01-21,0,25
2024-01-21,1,4
2024-01-21,2,242
2024-01-21,5,0
2024-01-22,0,0
2024-01-22,1,1
2024-01-22,2,10
2024-01-22,5,0
2024-01-23,0,1
2024-01-23,1,1
2024-01-23,2,0
2024-01-23,5,0
2024-01-24,0,0
2024-01-24,1,0
2024-01-24,2,7
2024-01-24,5,0
2024-01-25,0,2
2024-01-25,1,2
2024-01-25,5,0
2024-01-26,0,4
2024-01-26,1,0
2024-01-26,5,0
2024-01-27,0,4
2024-01-27,1,1
2024-01-27,5,0
2024-01-28,0,15
2024-01-28,1,0
2024-01-28,2,0
2024-01-28,5,0
2024-01-29,0,0
2024-01-29,1,0
2024-01-29,5,0
2024-01-30,0,6
2024-01-30,1,0
2024-01-30,5,0
2024-01-31,0,0
2024-01-31,1,1
2024-01-31,5,0
2024-02-01,0,0
2024-02-01,1,0
2024-02-01,5,0
2024-02-02,0,0
2024-02-02,1,0
2024-02-02,2,0
2024-02-02,5,0
2024-02-03,0,38
2024-02-03,1,12
2024-02-03,2,70
2024-02-03,5,0
2024-02-04,0,55
2024-02-04,1,6
2024-02-04,2,98
2024-02-04,5,0
2024-02-05,0,0
2024-02-05,1,1
2024-02-05,2,0
2024-02-05,5,0
2024-02-06,0,2
2024-02-06,1,2
2024-02-06,2,0
2024-02-06,5,0
2024-02-07,0,0
2024-02-07,1,0
2024-02-07,2,0
2024-02-07,5,0
2024-02-08,0,0
2024-02-08,1,43
2024-02-08,2,35
2024-02-08,5,0
2024-02-09,0,0
2024-02-09,1,2182
2024-02-09,2,0
2024-02-09,5,0
2024-02-10,0,0
2024-02-10,1,890
2024-02-10,5,0
2024-02-11,0,0
2024-02-11,1,0
2024-02-11,5,0
2024-02-12,0,0
2024-02-12,1,4
2024-02-12,5,0
2024-02-13,0,0
2024-02-13,1,0
2024-02-13,5,0
2024-02-14,0,0
2024-02-14,1,0
2024-02-14,5,0
2024-02-15,0,0
2024-02-15,1,6
2024-02-15,5,0
2024-02-16,0,0
2024-02-16,1,3
2024-02-16,5,0
2024-02-17,0,0
2024-02-17,1,5
2024-02-17,5,0
2024-02-18,0,0
2024-02-18,1,4
2024-02-18,5,0
2024-02-19,0,0
2024-02-19,1,0
2024-02-19,5,0
2024-02-20,0,0
2024-02-20,1,5
2024-02-20,5,0
2024-02-21,0,0
2024-02-21,1,0
2024-02-21,5,0
2024-02-22,0,0
2024-02-22,1,4107
2024-02-22,5,0
2024-02-23,0,0
2024-02-23,1,861
2024-02-23,5,0
2024-02-24,0,0
2024-02-24,1,65
2024-02-24,5,0
2024-02-25,0,0
2024-02-25,1,13
2024-02-25,5,0
2024-02-26,0,0
2024-02-26,1,6
2024-02-26,5,0
2024-02-27,0,0
2024-02-27,1,0
2024-02-27,5,0
2024-02-28,0,0
2024-02-28,1,6
2024-02-28,5,0
2024-02-29,0,0
2024-02-29,1,0
2024-02-29,5,0
2024-03-01,0,0
2024-03-01,1,0
2024-03-01,5,0
2024-03-02,0,0
2024-03-02,1,3
2024-03-02,5,0
2024-03-03,0,0
2024-03-03,1,114
2024-03-03,5,0
2024-03-04,0,0
2024-03-04,1,3
2024-03-04,5,0
2024-03-05,0,0
2024-03-05,1,0
2024-03-05,5,0
2024-03-06,0,0
2024-03-06,1,2
2024-03-06,5,0
2024-03-07,0,0
2024-03-07,1,0
2024-03-07,5,0
2024-03-08,0,0
2024-03-08,1,0
2024-03-08,5,0
2024-03-09,0,0
2024-03-09,1,1774
2024-03-09,5,0
2024-03-10,0,0
2024-03-10,1,49
2024-03-10,5,0
2024-03-11,0,0
2024-03-11,1,6
2024-03-11,5,0
2024-03-12,0,0
2024-03-12,1,11
2024-03-12,5,0
2024-03-13,0,0
2024-03-13,1,0
2024-03-13,5,0
2024-03-14,0,0
2024-03-14,1,0
2024-03-14,5,0
2024-03-15,0,0
2024-03-15,1,0
2024-03-15,5,0
2024-03-16,0,0
2024-03-16,1,0
2024-03-16,5,0
2024-03-17,0,0
2024-03-17,1,4
2024-03-17,2,31
2024-03-17,5,0
2024-03-18,0,0
2024-03-18,1,0
2024-03-18,2,19
2024-03-18,5,0
2024-03-19,0,0
2024-03-19,1,0
2024-03-19,2,0
2024-03-19,5,0
2024-03-20,0,0
2024-03-20,1,2
2024-03-20,2,0
2024-03-20,5,0
2024-03-21,0,0
2024-03-21,1,0
2024-03-21,2,0
2024-03-21,5,0
2024-03-22,0,0
2024-03-22,1,0
2024-03-22,2,0
2024-03-22,5,0
2024-03-23,0,0
2024-03-23,1,30
2024-03-23,2,0
2024-03-23,5,0
2024-03-24,0,0
2024-03-24,1,6
2024-03-24,2,0
2024-03-24,5,0
2024-03-25,0,0
2024-03-25,1,0
2024-03-25,2,0
2024-03-25,5,0
2024-03-26,0,0
2024-03-26,1,9
2024-03-26,2,0
2024-03-26,5,0
2024-03-27,0,0
2024-03-27,1,43
2024-03-27,2,0
2024-03-27,5,0
2024-03-28,0,0
2024-03-28,1,864
2024-03-28,2,0
2024-03-28,5,0
2024-03-29,0,0
2024-03-29,1,965
2024-03-29,2,0
2024-03-29,5,0
2024-03-30,0,0
2024-03-30,1,30
2024-03-30,2,0
2024-03-30,5,0
