LokacijaId;Nastanek;Ura;Leto;Skupina dogodka;Dogodek;WGSLat;WGSLon;OPIS
335071;07.10.2022;10:53;2022;Nesreče v gorah;nesreče v gorah;46,3522914;14,615957;Ob 10.53 je v jugovzhodni steni Planjave, občina Kamnik, pri alpinističnem plezanju v Sobotni smeri padel alpinist in se poškodoval. Helikopter SV z dežurno združeno ekipo za reševanje v gorah ga je z vitlom dvignil iz stene in prepeljal v SB Jesenice. Zraven so prepeljali tudi njegovega nepoškodovanega soplezalca. Reševalno akcijo so vodili reševalci GRS Kamnik.
335072;07.10.2022;11:01;2022;Nesreče v gorah;nesreče v gorah;46,3090867;13,7693658;Ob 11.01 si je na poti iz Planine na Kalu proti planini Lopučnica, občina Bohinj, planinka pri padcu poškodovala koleno. Posredovali so reševalci GRS Bohinj in helikopter SV v spremstvu dežurne ekipe za reševanje v gorah GRS Brnik. Helikopter je poškodovanko prepeljal v SB Jesenice
315068;08.02.2022;12:22;2022;Nesreče v gorah;nesreče v gorah;45,9741441;13,855631;Ob 12.22 si je  pod Iztokovo kočo pod Golaki, občina Ajdovščina, pohodnica pri padcu huje poškodovala glavo. Gorski reševalci iz GRS Tolmin, skupina iz Ajdovščine, so ponesrečenko na kraju nesreče oskrbeli, dežurna ekipa GRS iz Brnika so jo z pomočjo helikopterja SV prepeljali na zdravljenje na UKC v Ljubljano. 
344731;08.04.2023;18:34;2023;Nesreče v gorah;nesreče v gorah;45,8283588;13,9748264;Ob 18.44 je pri sestopu iz Gradiške Ture, občina Vipava, pohodnika obšla slabost in si pri padcu po strmini poškodoval glavo. Gorski reševalci GRS Tolmin - skupina Ajdovščina in Ljubljana so pohodniku nudili prvo pomoč in s pomočjo nosil prenesli v dolino, kjer so ga v nadaljnjo oskrbo predali reševalcem NMP.
344734;08.04.2023;19:02;2023;Nesreče v gorah;nesreče v gorah;46,2259961;13,6564598;Ob 19.02 so se nad vasjo Selce, občina Tolmin, zaplezali trije planinci. Gorski reševalci GRS Tolmin so nepoškodovane planince s pomočjo vrvne tehnike rešili do lažje prehodnega terena in jih pospremili v dolino.
332545;08.09.2022;19:02;2022;Nesreče v gorah;nesreče v gorah;46,4135215;13,7862145;Ob 18.36 smo prejeli obvestilo dveh tujih pohodnic, da sta zašli z planinske poti  na področju Razorja v občini Bovec. Posredujejo GRS Bovec, dežurna ekipa GRS na Brniku in helikopter LPE. Ob 18.36 sta s planinske poti na območju Razorja v občini Bovec zašli pohodnici. Posredovali so reševalci GRS Bovec, dežurna ekipa za reševanje v gorah GRS Brnik in helikopter LPE. Ob 19.45 so ju našli, helikopter ju je prepeljal v dolino Trente.
332559;08.09.2022;20:23;2022;Nesreče v gorah;nesreče v gorah;46,3583754;14,0821768;Ob 20.00 sta na Mali Osojnici, občina Bled, planinca zaradi teme nista mogla sestopiti. Gorski reševalci GRS Radovljica so nepoškodovana planinca na klasični način pospremili do Blejskega jezera.
335164;08.10.2022;17:16;2022;Nesreče v gorah;nesreče v gorah;46,3793624;13,9263722;Ob 17.20 je pri sestopu z Debele peči v smeri Blejske koče na Lipanci, občina Gorje,  pohodnica padla in si poškodovala roko. Na kraju so jo oskrbeli gorski reševalci GRS Radovljica in jo skupaj z ostalimi pohodniki pospremili v dolino, kjer so jo predali reševalcem NMP Radovljica.
335147;08.10.2022;13:41;2022;Nesreče v gorah;nesreče v gorah;46,3245559;13,8381597;Ob 13.49 si je na Planini Krstenica, občina Bohinj, planinka poškodovala gleženj. Posredovali so gorski reševalci GRS Bohinj v sodelovanju z združeno ekipo HNMP, GRS in helikopterjem Slovenske vojske. Poškodovanko so na kraju oskrbeli in prepeljali v SB Jesenice. 
335149;08.10.2022;14:18;2022;Nesreče v gorah;nesreče v gorah;46,3018142;14,6335845;Ob 14.23 si je na območju Velike planine, občina Kamnik, pohodnica zlomila gleženj. Gorski reševalci GRS Kamnik so jo imobilizirali in prenesli do zgornje postaje žičnice Velika planina. V dolini so jo prevzeli reševalci NMP Kamnik.
336619;08.11.2022;13:14;2022;Nesreče v gorah;nesreče v gorah;46,4417954;13,636697;Ob 13.14 sta alpinista v plezalni steni slovenske smeri na Mangartu, občina Bovec, naletela na alpinistko, ki zaradi pomanjkljive opreme ni mogla nadaljevati s plezanjem. Posredovali so reševalci GRS Bovec in dežurna ekipa HNMP–GRZS. Nepoškodovano alpinistko so oskrbeli in dvignili v helikopter SV, s katerim so jo prepeljali v Log pod Mangartom.
336626;08.11.2022;15:48;2022;Nesreče v gorah;nesreče v gorah;46,4335956;14,1499673;Ob 15.51 je v južnem pobočju Stola v občini Žirovnica planinka pri sestopu zašla s poti. Reševalci GRS Radovljica so jo našli in pospremili v dolino. 
313604;09.01.2022;17:30;2022;Nesreče v gorah;nesreče v gorah;46,1556415;15,1315577;Ob 17.30 sta se na pobočju Ostrega vrha v občini Hrastnik izgubili pohodnici. Gasilci PGD Marno so širše območje pregledali, našli izgubljeni pohodnici in nepoškodovani pospremili v dolino.
344754;09.04.2023;12:04;2023;Nesreče v gorah;nesreče v gorah;46,3682704;13,8561425;Ob 12.04 sta na Konjskem, občina Gorje, zašla planinca. Gorski reševalci postaje GRS Mojstrana so nepoškodovana planinca našli in pospremili v dolino.
344757;09.04.2023;13:38;2023;Nesreče v gorah;nesreče v gorah;46,4407441;13,8890497;Ob 13.38 so v okolici Slapa Peričnik, naselje Mojstrana, občina Kranjska Gora, slišali krike. Gorski reševalci GRS Mojstrana so pregledali teren okoli slapa, vendar niso našli nikogar, ki bi potreboval njihovo pomoč. Na kraju je bila prisotna policija.
344772;09.04.2023;15:22;2023;Nesreče v gorah;nesreče v gorah;46,3589363;14,5678663;Ob 15.22 je dežurna ekipa GRS Brnik s helikopterjem SV  poskusila dostopiti do planincev v bivaku pod Skuto, a jim zaradi neugodnih vremenskih razmer ni uspelo. Helikopter se je vrnil v dolino in bo z reševalno akcijo nadaljeval v ponedeljek dopoldan.
325982;09.07.2022;11:24;2022;Nesreče v gorah;nesreče v gorah;46,3037467;14,543165;Ob 11.26 je na poti od Kriške planine proti Komnu v občini Kamnik pohodnika obšla nenadna slabost. Prisotni očividci so pohodnika pričeli oživljati, katero je bilo tudi uspešno. Gorski reševalci GRS Kamnik in dežurna ekipa GRS na Brniku so obolelega občana dokončno oskrbeli in pripravili za transport s helikopterjem. Obolelega je helikopter SV z dežurno ekipo GRS v nadaljnjo oskrbo prepeljal v UKC Ljubljana.
325992;09.07.2022;13:37;2022;Nesreče v gorah;nesreče v gorah;46,3836822;13,9135604;Ob 13.37 sta se na poti iz planine Lipanca proti dolini Krme, občina Gorje, zaplezala planinca. Aktivirani so bili gorski reševalci GRS Mojstrana. Nepoškodovana planinca pa je v dolino prepeljal helikopter SV skupaj z dežurno ekipo GRS Brnik.
326006;09.07.2022;19:08;2022;Nesreče v gorah;nesreče v gorah;46,3904427;14,0981568;Ob 19.08 je nad naseljem Sebenje v občini Bled na pobočju padel pohodnik in se poškodoval. Oskrbeli so ga reševalci GRS Radovljica, helikopter SV v spremstvu dežurne ekipe GRS Brnik ga je prepeljal v SB Jesenice.
328542;09.08.2022;09:31;2022;Nesreče v gorah;nesreče v gorah;46,3605956;13,8304928;Ob 9.39 se je v Velski dolini, občina Bohinj, pri sestopu poškodoval planinec. Reševalci GRS Bohinj in dežurna ekipa za reševanje v gorah GRS Brnik so tujega planinca na kraju oskrbeli. V SB Jesenice ga je prepeljal helikopter SV. 
328562;09.08.2022;14:21;2022;Nesreče v gorah;nesreče v gorah;46,2398067;13,8133453;Ob 14.30 si je na pobočju Vogla, občina Bohinj, pohodnik poškodoval gleženj. Gorski reševalci GRS Bohinj in dežurna ekipa za reševanje v gorah GRS Brnik so pohodnika na kraju oskrbeli in dvignili v helikopter SV ter prepeljali na nadaljnje zdravljenje v SB Jesenice.
328617;09.08.2022;23:17;2022;Nesreče v gorah;nesreče v gorah;46,4542245;13,8718591;Ob 23.00 naj bi občan videl svetilko ki naj bi odajala SOS signalna na  Dovški  Špici, občina Kr. Gora. Reševalci GRS Kr. Gora, ter pozneje klicatelj so ugotovili da je oseba sestopila.
335222;09.10.2022;19:44;2022;Nesreče v gorah;nesreče v gorah;46,358322;14,5840746;Ob 19.51 se je na gori Kotliči v občini Solčava zaplezal pohodnik. Posredovali so pripadniki gorske reševalne službe Celje. Ti so nepoškodovanega pohodnika varno pospremili v dolino. 
344782;10.04.2023;07:32;2023;Nesreče v gorah;nesreče v gorah;46,3589333;14,5678733;Ob 7.32 so gorski reševalci postaje GRS Kamnik, s helikopterjem SV poleteli proti bivaku na Skuti, občina Kamnik, kjer so v nedeljo zaradi močnega vetra ostali ujeti štirje planinci. Planince so s helikopterjem prepeljali v dolino.
344794;10.04.2023;12:51;2023;Nesreče v gorah;nesreče v gorah;45,9168291;13,8440239;Ob 12.51 se je na poti iz vrha Male Gore proti vasi Kamnje, občina Ajdovščina, pri padcu poškodoval planinec. Gorski reševalci GRS Tolmin - skupina Ajdovščina so ponesrečenca oskrbeli, imobilizirali, prepeljali v dolino in odpeljali v šempetrsko bolnišnico. 
344801;10.04.2023;13:51;2023;Nesreče v gorah;nesreče v gorah;46,3851359;13,8427879;"Ob 14.01 je v Severni Triglavski steni v Slovenski smeri, občina Kranjska Gora, snežni plaz odnesel enega alpinista okoli 70 metrov po pobočju, kjer je obstal nepoškodovan, eden pa se je obdržal v steni. Gorski reševalci GRS Mojstrana so ju ob sodelovanju posadke s helikopterjem Slovenske vojske in ekipe HNMP izsledili, rešili iz stene in nepoškodovana prepeljali v dolino. 

"
326021;10.07.2022;09:26;2022;Nesreče v gorah;nesreče v gorah;46,0840252;14,3332906;Ob 9.26 si je pod vrhom polhograjske Grmade, občina Medvode, planinec pri zdrsu poškodoval nogo.  Dežurna ekipa GRS Brnik je poškodovanega planinca z uporabo vitla dvignila v helikopter SV in ga prepeljala v UKC Ljubljana.
326031;10.07.2022;12:21;2022;Nesreče v gorah;nesreče v gorah;46,2208581;13,9466341;Ob 12.21 je planincu, ki je sestopal s Črne prsti proti Podbrdu, občina Tolmin, postalo slabo. Pomoč so mu nudili gorski reševalci GRS Tolmin, ki so ga na nosilih prenesli do terenskega vozila, odpeljali do železniške postaje Podbrdo. S kolegi se je z vlakom odpeljal domov.
326046;10.07.2022;15:15;2022;Nesreče v gorah;nesreče v gorah;46,3286133;14,6524268;Ob 15.15 so na poti med Korošico in Podvežakom v občini Luče zašli štirje planinci in se spustili v dolino Lučke Bele. Gorski reševalci postaje GRS Celje so pohodnike pospremili v dolino ter jih prepeljali do njihovih vozil.
326057;10.07.2022;18:59;2022;Nesreče v gorah;nesreče v gorah;46,3530246;13,9069719;Ob 19.05 sta se med Lipniško planino in Viševnikom, občina Bohinj, izgubila tuja planinca. Gorski reševalci GRS Radovljica in GRS Bohinj so pogrešana planinca našli na poti z Plesišča in ju nato nepoškodovana na klasični način pospremili v dolino.
326226;10.07.2022;19:00;2022;Nesreče v gorah;nesreče v gorah;46,3537462;13,9074001;Ob 19.05 sta se med Lipniško planino in Viševnikov, občina Bohinj, izgubila dva tuja planinca. Gorski reševalci GRS Radovljica in GRS Bohinj so planinca našli na poti s Plesišča. Izgubljena nepoškodovana planinca so pospremili v dolino.
328639;10.08.2022;11:04;2022;Nesreče v gorah;nesreče v gorah;46,2696637;13,849559;Ob 11.04 je na območju Vogla, občina Bohinj, planinec zašel z markirane poti in se izgubil. Gorski reševalci GRS Bohinj so ga v sodelovanju z dežurno ekipo GRZS s posadko helikopterja Slovenske vojske izsledili in prepeljali v dolino. 
328671;10.08.2022;17:09;2022;Nesreče v gorah;nesreče v gorah;46,4129518;14,2393992;Ob 17.09 je na južnem pobočju Begunjščice, občina Radovljica, pohodnici padel nahrbtnik po strmem pobočju. Gorski reševalci GRS Radovljica so nahrbtnik našli in ga prenesli v dolino.
328683;10.08.2022;18:34;2022;Nesreče v gorah;nesreče v gorah;46,3896879;13,8488622;Ob 18.40 so gorski reševalci na Tominškovi poti na Triglav, občina Kranjska Gora, opazili onemoglo tujo planinko. Gorski reševalci GRS Mojstrana in dežurna ekipa GRZS s helikopterjem Slovenske vojske so onemoglo planinko na kraju oskrbeli in prepeljali v dolino.
339368;11.01.2023;16:07;2023;Nesreče v gorah;nesreče v gorah;46,4008993;14,4335444;Ob 16.14 je pri sestopu iz Močnikovega sedla v občini Jezersko planinec zašel s poti. Gorski reševalci GRS Jezersko so nepoškodovanega planinca našli in pospremili v dolino.
316921;11.03.2022;14:57;2022;Nesreče v gorah;nesreče v gorah;46,4723216;13,8278283;Ob 15.00 se je na Martuljških slapovih, občina Kranjska Gora, pri zdrsu poškodovala planinka. Na kraju so poškodovanko oskrbeli gorski reševalci GRS Kranjska Gora, na nadaljnje zdravljenje pa jo je nato v SB Jesenice s helikopterjem prepeljala posadka helikopterja Slovenske vojske skupaj z združeno ekipo HNMP-GRS na Brniku. 
343216;11.03.2023;08:25;2023;Nesreče v gorah;nesreče v gorah;46,3738858;14,909722;Ob 8.25 je na poti iz Mozirske koče proti Boskovcu planinec doživel srčni napad. Reševalci NMP Mozirje, GRS Celje in reševalec na smučišču so planincu nudili prvo pomoč. Gasilci PGD Mozirje so zavarovali kraj pristanka helikopterja pri koči. Helikopter SV v spremstvu dežurne ekipe HNMP in dežurnim reševalcem letalcem GRS Celje je obolelo osebo prepeljal v UKC Ljubljana.
319327;11.04.2022;16:24;2022;Nesreče v gorah;nesreče v gorah;46,3068604;13,6067967;Ob 16.24 sta na območju planine Golobar v občini Bovec pohodnika zašla s poti. Gorski reševalci GRS Bovec so nepoškodovana pohodnika našli na neprehodnem terenu in ju pospremili v dolino.
323439;11.06.2022;15:24;2022;Nesreče v gorah;nesreče v gorah;46,3542447;13,8820355;Ob 15.30 si je v bližini Studorskega prevala, občina Bohinj, planinka poškodovala roko. Posredovali so reševalci GRS Bohinj, dežurna ekipa za reševanje v gorah in helikopter SV. Poškodovanca so oskrbeli, helikopter ga je prepeljal v SB Jesenice. 
323442;11.06.2022;15:17;2022;Nesreče v gorah;nesreče v gorah;46,3586206;13,4714289;Ob 15.18 sta na Kaninu, občina Bovec, pri sestopu s krožne poti zašla pohodnika. Poškodovana nista bila. Z navodili so ju v dolini usmerili reševalci GRS Bovec. 
326114;11.07.2022;14:31;2022;Nesreče v gorah;nesreče v gorah;46,2856579;13,6122891;Ob 14.54 sta pri sestopu s Krasjega vrha nad Drežniškimi Ravnmi, občina Kobarid, omagala pohodnika in nista mogla sama sestopiti v dolino. Gorski reševalci GRS Tolmin in dežurna ekipa GRS Brnik so pohodnika s helikopterjem LPE prepeljali do heliporta v Tolminu, kjer so ju prevzeli reševalci NMP Tolmin in prepeljali v zdravstveni dom Tolmin.
326115;11.07.2022;14:33;2022;Nesreče v gorah;nesreče v gorah;46,2518285;13,6578198;Ob 14.33 je na planini Zaslap pod Krnom, občina Kobarid, obolela oseba. Gorski reševalci GRS Tolmin in dežurna ekipa GRS Brnik so obolelo osebo s helikopterjem LPE prepeljali do Kobarida, kjer so jo v nadaljnjo oskrbo prevzeli reševalci NMP Tolmin in jo prepeljali v SB Šempeter pri Gorici.
326151;11.07.2022;21:54;2022;Nesreče v gorah;nesreče v gorah;46,424066;13,7617327;Ob 21.54 je dva planinca na Prisojniku, občina Kranjska Gora, ujela noč in nista upala sestopiti v dolino. Reševalci GRS Kranjska Gora so ju našli pri Prisojnikovem oknu in pospremili na Vršiča.
328708;11.08.2022;00:02;2022;Nesreče v gorah;nesreče v gorah;46,3665542;13,8644496;Ob 00.02 se je pri Pastirski koči Prgarca na Zgornji Krmi, občina Gorje, pohodnik poškodoval koleno. Reševalci GRS Mojstrana so pohodnika našli in z nosili prenesli v dolino. 
328718;11.08.2022;06:37;2022;Nesreče v gorah;nesreče v gorah;46,37149;13,846042;Ob 6.45 se je med planino Planika in Vodnikovim domom, občina Bohinj, izgubil planinec, Gorski reševalci GSR Bohinj, Radovljica in Tržič so skupaj z vodniki gorskih reševalnih psov in dežurno ekipo GRS na Brniku in helikopterjem SV so osebo locirali in prepeljali v dolino in jo predali pogrebni službi.
328747;11.08.2022;13:17;2022;Nesreče v gorah;nesreče v gorah;46,4317838;14,2568512;Ob 13.19 se je pri sestopu z Zelnice, občina Tržič, poškodovala planinka. Gorski reševalci GRS Tržič so jo oskrbeli in prepeljali v dolino ter predali reševalcem NMP Tržič v nadaljnjo oskrbo.
328771;11.08.2022;18:08;2022;Nesreče v gorah;nesreče v gorah;46,2920325;13,7979676;Ob 18.08 si je na poti s slapa Savice, občina Bohinj, tuja planinka poškodovala gleženj in ni mogla sestopiti. Na kraju nesreče so jo oskrbeli gorski reševalci GRS Bohinj, jo prenesli do parkirišča in jo v nadaljnjo oskrbo odpeljali v ZD Bohinjska Bistrica. O nesreči so bili obveščeni policisti PU Kranj.
328790;11.08.2022;19:59;2022;Nesreče v gorah;nesreče v gorah;46,3911915;13,9327208;Ob 19.59 se je v alpinistični smeri Jesih - Potočnik v severni steni Debele peči, občina Kranjska Gora, poškodoval in omagal alpinist. Gorski reševalci GRS Mojstrana in dežurna ekipa GRS s helikopterjem Slovenske vojske so oba alpinista potegnili iz stene in prepeljali v dolino. O nesreči so bili obveščeni policisti PU Kranj.
332783;11.09.2022;22:09;2022;Nesreče v gorah;nesreče v gorah;46,3971472;13,8616567;Ob 21.33 so gorski reševalci GRS Mojstrana posredovali na Staničevi koči, Mojstrana, občina Kr. Gora, kjer so pomagali pri sestopu do Staničeve koče
335278;11.10.2022;11:44;2022;Nesreče v gorah;nesreče v gorah;46,236079;14,0932814;"
Ob 11.44 si je na pobočju Ratitovca, občina Železniki, pohodnica poškodovala gleženj. Gorski reševalci GRS Škofja Loka so v sodelovanju z reševalcem GRS Kranj in dežurno ekipo GRZS-HNMP Brnik poškodovanko na kraju oskrbeli. Helikopter SV jo je prepeljal v SB Jesenice. 
"
339412;12.01.2023;16:19;2023;Nesreče v gorah;nesreče v gorah;45,8409017;13,9732517;Ob 16.19 je pri sestopu na planinski poti v Gradiški turi v občini Vipava, padla oseba in se poškodovala. Gorski reševalci GRS Tolmin-skupina Ajdovščina in GRS Ljubljana, so poškodovano osebo oskrbeli in pospremili v dolino ter predali reševalcem NMP ZD Ajdovščina.
315335;12.02.2022;14:07;2022;Nesreče v gorah;nesreče v gorah;46,4211019;13,7638147;Ob 14:07 sta planinca na poti z vrha Prisojnika proti Vršiču, občina Bovec, našla planinca, ki ni kazal znakov življenja. Posredovali so gorski reševalci GRS Bovec in policijski helikopter LPE z dežurno ekipo na krovu, ki je truplo preminulega planinca prepeljal v Trento, tam pa ga je prevzela komunalna služba.
341963;12.02.2023;12:48;2023;Nesreče v gorah;nesreče v gorah;46,3090207;14,5501233;Ob 12.48 si je na planini Koren v občini Kamnik pohodnik poškodoval gleženj. Posredovali so gorski reševalci GRS Kamnik, dežurna ekipa za reševanje v gorah GRS Brnik in helikopter SV. Helikopter je poškodovanca prepeljal v SB Jesenice. 
317023;12.03.2022;14:59;2022;Nesreče v gorah;nesreče v gorah;46,424288;14,1770495;Ob 14.59 je pri sestopu iz pobočja Stola, na Zabreški poti, naselje Zabreznica, občina Žirovnica, planinka zdrsnila in si poškodovala glavo. Gorski reševalci GRS Radovljica so jo s pomočjo združene dežurne ekipe HNMP-GRSZ Brnik in posadke s helikopterjem SV oskrbeli na kraju dogodka in jo prepeljali v SB Jesenice na nadaljnje zdravljenje.
343257;12.03.2023;08:15;2023;Nesreče v gorah;nesreče v gorah;46,3547777;14,5981827;Ob 8.15 je na poti s Kamniškega sedla proti Kamniški Bistrici naključna planinka naletela na poškodovano planinko, ki ji je zdrsnilo na pomrznjenem terenu. Gorski reševalci GRS Kamnik in dežurna ekipa na Brniku so poškodovanko oskrbeli in s helikopterjem SV prepeljali v UKC Ljubljana.
323482;12.06.2022;12:03;2022;Nesreče v gorah;nesreče v gorah;46,3219708;13,4798678;Ob 12.03 se je pri spustu s slapa Boka, občina Bovec, poškodovala planinka. Gorski reševalci GRS Bovec so poškodovanko oskrbeli na kraju in pripravili za reševanje s helikopterjem SV. Helikopter SV je nato poškodovanko skupaj z združeno ekipo GRS–HNMP prepeljal v dolino na letališče v Bovec, kjer so jo v nadaljnjo oskrbo prevzeli reševalci NMP Tolmin in prepeljali v SB Šempeter pri Gorici.
323483;12.06.2022;12:20;2022;Nesreče v gorah;nesreče v gorah;46,2978651;13,6725476;Ob 12.20 sta se na poti na Debeljak, občina Bovec, zaplezala planinca. Aktivirani so bili gorski reševalci GRS Bovec. Oba nepoškodovana planinca je v dolino prepeljal helikopter Slovenske vojske skupaj z združeno ekipo GRS–HNMP.
323486;12.06.2022;12:56;2022;Nesreče v gorah;nesreče v gorah;46,3486998;14,5860593;Ob 12.56 je v smeri Zajeda v steni Brane, občina Kamnik, padel plezalec in si poškodoval gleženj. Posredovali so gorski reševalci GRS Kamnik, ki so aktivirali dežurno helikoptersko ekipo. Helikopter Slovenske vojske z dežurno posadko GRS z Brnika je poškodovanca prepeljal v UKC Ljubljana.
323479;12.06.2022;11:09;2022;Nesreče v gorah;nesreče v gorah;46,3424151;14,5603986;Ob 11.09 se je na markirani poti, ki vodi na Kokrško sedlo v Kamniški Bistrici, občina Kamnik, pes oddaljil od lastnice in se zaplezal na nedostopno polico. Posredovali so reševalci postaje GRS Kamnik, psa rešili in nepoškodovanega vrnili lastnici ter oba varno pospremili v dolino.
323498;12.06.2022;15:25;2022;Nesreče v gorah;nesreče v gorah;46,3694256;14,5958978;Ob 15.25 se je na poti na Okrešelj v Logarski dolini, občina Solčava, pri zdrsu poškodoval pohodnik. Gorski reševalci GRS Celje so poškodovanca na kraju oskrbeli in nato pospremili v dolino.
326200;12.07.2022;17:51;2022;Nesreče v gorah;nesreče v gorah;46,2512244;13,8376981;Ob 17.42 so posredovali gorski reševalci GRS Bohinj in helikopter Slovenske policije z dežurno ekipo GRS na Brniku na Voglu v občini Bohinj, kjer si je planinka poškodovala gleženj. Poškodovano so oskrbeli in prepeljali s v SB Jesenice.
326215;12.07.2022;19:12;2022;Nesreče v gorah;nesreče v gorah;46,4408801;13,6509982;Ob 19.25 so gorski reševalci GRS Bovec in dežurna ekipa GRS na Brniku s helikopterjem LPE posredovali na pobočju Mangarta v občini Bovec, kjer si je eden od pohodnikov pri padcu poškodoval glavo. Prepeljali so ga v SB Jesenice.
328834;12.08.2022;10:13;2022;Nesreče v gorah;nesreče v gorah;46,2922851;13,4884269;Ob 10.13 se je v bližini kanjona Sušec, občina Bovec, poškodoval pohodnik. Gorski reševalci GRS Bovec so poškodovanega pohodnika na kraju oskrbeli in nato na klasični način prenesli v dolino, kjer so ga v nadaljnjo oskrbo predali reševalcem NMP Tolmin. Poškodovanega pohodnika so reševalci NMP prepeljali na zdravljenje v SB Šempeter pri Gorici.
328841;12.08.2022;11:59;2022;Nesreče v gorah;nesreče v gorah;46,2967563;14,6193191;Ob 11.59 je na poti proti Veliki planini od Kraljevega hriba proti Riglju, občina Kamnik, padajoča skala poškodovala pohodnico. Gorski reševalci GRS Kamnik so pohodnico na kraju oskrbeli in s pomočjo skupine pohodnikov prenesli do izhodišča, kjer so poškodovanko v nadaljnjo oskrbo prevzeli reševalci NMP Kamnik.
328842;12.08.2022;12:07;2022;Nesreče v gorah;nesreče v gorah;46,2687627;13,8434328;Ob 12.17 se je pod gondolo na Vogel v naselju Ribčev Laz, občina Bohinj, na neprehodnem terenu zaplezal pohodnik. Aktivirani so bili gorski reševalci GRS Bohinj. Nepoškodovanega pohodnika je v dolino prepeljal helikopter SV skupaj z dežurno ekipo GRS na Brniku.
328843;12.08.2022;12:28;2022;Nesreče v gorah;nesreče v gorah;46,4590129;13,9327843;Ob 11.52 se je v ferati Grančišče v naselju Mojstrana, občina Kranjska Gora, poškodoval planinec. Gorski reševalci GRS Mojstrana so osebo na kraju oskrbeli, na klasični način prenesli v dolino, kjer so jo v nadaljnjo oskrbo predali reševalcem NMP Jesenice.
332802;12.09.2022;11:47;2022;Nesreče v gorah;nesreče v gorah;46,3559698;13,8510216;Ob 11.47 si je na planinski poti na Mišeljskem prevalu, občina Bohinj, planinka poškodovala nogo. Gorski reševalci GRS Bohinj in dežurna ekipa GRS Brnik so jo oskrbeli na kraju, posadka s helikopterjem LPE pa jo je prepeljala v SB Jesenice. 
332822;12.09.2022;16:40;2022;Nesreče v gorah;nesreče v gorah;46,4685337;13,7679488;"Ob 16.40 sta se na pobočju Škrbinjeka v občini Kranjska Gora, zaplezala in izgubila dva  planinca. Gorski reševalci GRS Kranjska Gora so ju s pomočjo dežurne ekipe GRS Brnik in posadke s helikopterjem LPE locirali in nepoškodovana prepeljali v dolino.

"
335344;12.10.2022;17:19;2022;Nesreče v gorah;nesreče v gorah;46,1629919;14,2583749;Ob 17.24 sta na območju Lubnika, občina Škofja Loka, pohodnika našla nezavestno osebo. Reševalci GRS Škofja Loka so osebo na kraju oskrbeli in predali  združeni ekipi GRZS - HNMP Brnik. S helikopterjem SV so jo prepeljali na zdravljenje v UKC Ljubljana.
336768;12.11.2022;14:02;2022;Nesreče v gorah;nesreče v gorah;46,2957008;13,6922499;"Ob 14.02 je pri sestopu s Krnskih jezer, občina Bovec, onemogel planinec. Posredovali so reševalci GRS Bovec in helikopter SV v spremstvu dežurne ekipe HNMP – GRS. Onemoglo osebo je helikopter prepeljal v dolino. 
"
338088;12.12.2022;18:00;2022;Nesreče v gorah;nesreče v gorah;46,3748812;13,9313132;Ob 18.01 sta se na poti od planine Javornik proti Blejski koči, občina Gorje, izgubila planinca. Gorski reševalci GRS Radovljica so pregledali območje od planine Javornik proti Blejski koči in vrhu Mežice ter nepoškodovana planinca našli v grapi. Gorski reševalci so planinca na klasični način pospremili do blejske koče.
317098;13.03.2022;11:51;2022;Nesreče v gorah;nesreče v gorah;46,4291126;14,2629842;Ob11.51 je na poti iz Ljubelja proti Prevali v občini Tržič zdrsnila planinka in se poškodovala. Gorski reševalci GRS Tržič so planinko na kraju oskrbeli in jo prenesli do reševalnega vozila, kjer so jo predali reševalcem NMP Tržič.
317101;13.03.2022;12:00;2022;Nesreče v gorah;nesreče v gorah;46,4283751;14,2345507;Ob 12.06 se je na Zelenici, občina Tržič, poškodoval planinec. Gorski reševalci GRS Tržič so osebo oskrbeli, prepeljali v dolino in predali reševalcem NMP Tržič.
317091;13.03.2022;10:56;2022;Nesreče v gorah;nesreče v gorah;46,3510902;13,8685818;Ob 11.00 se je pri sestopu iz Tošca, občina Bohinj, pri zdrsu poškodovala planinka. Gorski reševalci GRS Bohinj in GRS Radovljica so osebo oskrbeli na kraju in jo skupaj z dežurno ekipo HNMP z Brnika in helikopterjem slovenske vojske prepeljali v UKC Ljubljana.
317117;13.03.2022;13:54;2022;Nesreče v gorah;nesreče v gorah;46,4428455;14,7031167;Ob 13.54 si je na območju Olševe v občini Solčava pri sestopu pohodnik poškodoval gleženj. Druga oseba pa je onemogla. Gorski reševalci GRS Celje in helikopter Slovenske vojske z dežurno ekipo z Brnika so s pomočjo vitla pohodnika potegnili v helikopter in ju prepeljali v dolino.
317125;13.03.2022;14:36;2022;Nesreče v gorah;nesreče v gorah;46,1920918;14,2980046;Ob 14.41 so na poti iz Planice proti Crngrobu na planinski poti našli neodzivno osebo. Mimoidoči so takoj začeli z reanimacijo. Skupaj z gorskimi reševalci GRS Škofja loka so osebo oskrbeli, prepeljali v dolino in predali reševalcem NMP Škofja Loka.
319409;13.04.2022;11:09;2022;Nesreče v gorah;nesreče v gorah;46,4296092;13,769291;Ob 11.09 se je na Prisojniku, občina Kranjska Gora, zaplezal planinec. Gorski reševalci GRS Kranjska Gora, GRS Kranj in združena ekipa HNMP-GRZS so nepoškodovanjega planinca s helikopterjem SV prepeljali v dolino.
